item_id,file_type,language,is_restricted,ocr_text_extracted,collection_id,subject_tags,file_size_mb,num_pages_or_frames,content_length_tokens,access_count_30d,duration_seconds,upload_year,upload_day_of_year,num_detected_objects
ITEM-0002262,video,fr,false,true,COLL-007,"video lecture,machine learning,accessibility",76.85,187,17940,41,2582.99,2020,210,1
ITEM-0002263,video,fr,false,true,COLL-018,"digital preservation,metadata quality,machine learning",43.48,88,17386,50,2122.84,2020,249,1
ITEM-0002264,audio,ar,false,true,COLL-017,poster,48.84,9,13626,54,833.01,2015,82,0
ITEM-0002265,image,de,false,true,COLL-010,"video lecture,poster,digital preservation",58.84,84,17095,57,1233.96,2016,365,0
ITEM-0002266,image,es,false,true,COLL-015,"training material,thesis,machine learning",41.81,87,11257,51,1573.91,2020,206,1
ITEM-0002267,audio,ar,false,true,COLL-003,"machine learning,training material",68.35,41,19918,50,1326.76,2024,294,1
ITEM-0002268,pdf,ar,false,false,COLL-006,thesis,62.8,123,13346,51,2617.39,2023,347,0
ITEM-0002269,image,de,false,true,COLL-003,linguistics,48.06,20,10159,56,1655.39,2025,97,0
ITEM-0002270,pdf,it,false,false,COLL-004,"thesis,poster,policy",60.3,163,13612,58,2411.36,2017,200,2
ITEM-0002271,video,en,false,false,COLL-008,training material,63.09,167,5722,59,446.75,2022,294,1
ITEM-0002272,audio,fa,false,true,COLL-009,poster,67.07,95,15085,57,2395.37,2020,277,0
ITEM-0002273,pdf,it,false,true,COLL-020,"poster,audio interview,linguistics",58.7,150,18899,47,251.97,2022,86,0
ITEM-0002274,pdf,it,false,false,COLL-006,"metadata quality,digital preservation,linguistics",52.51,84,18246,60,1821.37,2016,87,1
ITEM-0002275,audio,es,false,true,COLL-009,video lecture,65.61,81,7805,50,854.81,2024,115,1
ITEM-0002276,image,en,false,true,COLL-019,"video lecture,training material",63.19,137,14014,56,659.99,2025,258,1
ITEM-0002277,video,es,false,true,COLL-007,"linguistics,machine learning",74.2,177,7653,54,1429.05,2018,256,1
ITEM-0002278,video,it,false,true,COLL-007,"linguistics,machine learning",59.55,171,11255,46,266.52,2016,36,2
ITEM-0002279,text,fr,false,true,COLL-017,"audio interview,machine learning",65.68,60,12758,40,1389.18,2021,200,1
ITEM-0002280,image,ar,false,true,COLL-006,accessibility,49.45,159,13631,46,1174.7,2016,168,1
ITEM-0002281,text,it,false,true,COLL-011,audio interview,70.6,105,15196,44,2518.62,2017,71,1
ITEM-0002282,text,de,false,true,COLL-010,"poster,video lecture",64.92,18,15304,44,797.2,2016,208,0
ITEM-0002283,video,en,false,true,COLL-002,"accessibility,policy",75.45,85,9848,58,747.01,2018,316,1
ITEM-0002284,audio,it,false,true,COLL-006,training material,50.06,72,9065,46,1198.69,2021,117,1
ITEM-0002285,pdf,fa,false,true,COLL-013,digital preservation,62.55,42,14401,59,360.57,2022,216,1
ITEM-0002286,pdf,ar,false,true,COLL-018,"video lecture,thesis,machine learning",46.75,171,12864,44,2458.39,2022,131,0
ITEM-0002287,pdf,fr,false,true,COLL-011,"machine learning,policy",77.47,92,17291,51,1073.87,2018,268,2
ITEM-0002288,text,it,false,false,COLL-019,"poster,machine learning,audio interview",59.94,84,15012,57,1682.75,2017,220,0
ITEM-0002289,text,fa,false,true,COLL-005,"poster,machine learning",67.13,50,12512,53,211.24,2023,117,2
ITEM-0002290,audio,en,false,true,COLL-020,metadata quality,47.35,118,13244,45,506.14,2025,234,1
ITEM-0002291,pdf,fr,true,true,COLL-007,"audio interview,poster",65.73,22,15817,54,181.29,2022,221,1
ITEM-0002292,text,es,false,true,COLL-008,"thesis,poster,accessibility",41.33,46,18648,53,1665.76,2019,106,0
ITEM-0002293,pdf,en,false,true,COLL-016,digital preservation,69.63,171,10191,45,1611.22,2016,236,2
ITEM-0002294,text,de,false,true,COLL-009,policy,46.93,148,4911,53,228.68,2024,336,0
ITEM-0002295,image,it,false,false,COLL-005,metadata quality,71.18,87,13169,50,858.07,2023,90,1
ITEM-0002296,pdf,es,false,true,COLL-019,"machine learning,audio interview,poster",47.74,182,12495,45,1907.86,2023,120,2
ITEM-0002297,audio,it,false,true,COLL-014,"machine learning,metadata quality,audio interview",56.64,87,13496,53,1063.44,2023,112,0
ITEM-0002298,video,de,false,true,COLL-009,"policy,training material",57.6,92,17378,60,783.24,2019,21,0
ITEM-0002299,audio,fa,false,true,COLL-002,"accessibility,digital preservation",76.25,183,4059,48,156.36,2021,291,2
ITEM-0002300,text,fa,false,true,COLL-005,"digital preservation,metadata quality,accessibility",76.2,44,11434,56,1410.32,2018,159,2
ITEM-0002301,text,it,true,true,COLL-014,video lecture,68.3,11,11168,52,783.47,2018,304,0
ITEM-0002302,video,fa,false,true,COLL-019,"linguistics,accessibility",55.49,56,4173,52,1520.29,2022,270,0
ITEM-0002303,audio,fr,false,true,COLL-012,"linguistics,audio interview,accessibility",45.77,36,18705,58,1471.14,2023,195,0
ITEM-0002304,audio,en,false,true,COLL-004,"machine learning,training material",73.54,26,13894,40,338.63,2021,87,2
ITEM-0002305,pdf,it,false,true,COLL-002,"audio interview,machine learning",71.18,31,18719,52,1373.62,2016,334,1
ITEM-0002306,video,fa,false,true,COLL-010,"accessibility,machine learning",51.4,153,12977,47,1215.59,2023,77,1
ITEM-0002307,video,en,false,true,COLL-012,digital preservation,53.1,151,19177,42,356.3,2015,210,0
ITEM-0002308,text,de,false,true,COLL-002,machine learning,40.47,78,14897,41,503.38,2020,114,2
ITEM-0002309,image,it,false,true,COLL-011,"thesis,poster,metadata quality",79.59,125,18511,45,1719.87,2025,52,1
ITEM-0002310,text,fa,false,true,COLL-009,"linguistics,digital preservation,machine learning",52.85,199,8168,54,2050.27,2018,324,0
ITEM-0002311,audio,en,false,true,COLL-012,thesis,51.25,189,9721,52,853.27,2019,345,0
ITEM-0002312,video,it,false,true,COLL-013,training material,49.53,118,18227,59,2099.76,2023,340,1
ITEM-0002313,pdf,ar,false,true,COLL-013,"training material,accessibility,audio interview",52.81,122,17243,55,2098.4,2021,261,1
ITEM-0002314,video,fr,false,true,COLL-012,"audio interview,linguistics",50.91,59,4955,59,209.94,2020,236,1
ITEM-0002315,audio,ar,false,true,COLL-015,"poster,accessibility,linguistics",53.23,116,13139,58,1712.38,2017,18,0
ITEM-0002316,pdf,zh,false,true,COLL-017,"training material,video lecture,thesis",76.05,184,4929,42,1904.0,2019,63,2
ITEM-0002317,image,de,true,true,COLL-007,"audio interview,training material,machine learning",72.74,152,17545,42,746.33,2016,118,1
ITEM-0002318,text,ar,false,false,COLL-005,video lecture,75.1,173,6421,41,2402.65,2017,354,1
ITEM-0002319,video,es,false,true,COLL-003,"policy,audio interview",74.06,152,6686,49,1530.35,2024,276,2
ITEM-0002320,text,de,false,false,COLL-016,"training material,audio interview,policy",64.35,103,8997,57,842.51,2018,112,0
ITEM-0002321,video,ar,false,true,COLL-012,poster,79.47,25,11041,45,327.96,2017,20,1
ITEM-0002322,image,it,false,true,COLL-015,"video lecture,audio interview",73.29,114,18160,45,1213.46,2025,114,2
ITEM-0002323,text,zh,true,false,COLL-005,"poster,thesis,metadata quality",51.15,199,11404,56,785.59,2015,284,1
ITEM-0002324,video,ar,false,true,COLL-019,audio interview,79.79,159,19770,40,1903.44,2017,15,1
ITEM-0002325,audio,zh,false,true,COLL-008,"linguistics,video lecture",55.08,33,4445,47,1451.11,2024,155,0
ITEM-0002326,text,de,false,true,COLL-015,linguistics,56.28,146,10710,42,2651.47,2016,193,1
ITEM-0002327,video,en,false,true,COLL-010,thesis,56.76,85,4495,59,770.99,2016,54,0
ITEM-0002328,video,es,false,true,COLL-006,"audio interview,policy",42.11,171,6887,54,2597.37,2023,152,2
ITEM-0002329,pdf,de,false,true,COLL-018,training material,74.89,21,18116,51,1199.39,2016,168,0
ITEM-0002330,audio,zh,false,false,COLL-011,"metadata quality,linguistics,thesis",76.16,106,4778,57,2076.4,2015,318,1
ITEM-0002331,pdf,fr,false,true,COLL-017,video lecture,54.15,25,8857,50,1948.32,2025,157,2
ITEM-0002332,video,en,false,true,COLL-020,"metadata quality,poster",45.58,185,12573,45,2480.37,2019,101,2
ITEM-0002333,text,zh,false,true,COLL-005,thesis,76.89,49,9081,59,1477.01,2020,229,2
ITEM-0002334,video,es,false,true,COLL-006,digital preservation,43.17,162,6745,47,2286.52,2021,84,2
ITEM-0002335,audio,fr,false,false,COLL-016,"metadata quality,digital preservation,linguistics",76.72,102,19477,46,2358.05,2019,327,2
ITEM-0002336,video,en,false,true,COLL-017,"policy,training material",77.79,140,6359,50,600.27,2023,105,1
ITEM-0002337,text,de,false,true,COLL-012,"video lecture,policy,thesis",49.06,195,5310,48,1249.09,2019,205,0
ITEM-0002338,video,it,false,true,COLL-002,"video lecture,thesis",53.68,171,19630,53,567.59,2024,231,0
ITEM-0002339,text,it,false,true,COLL-005,training material,53.59,60,11697,51,1940.75,2025,204,0
ITEM-0002340,audio,en,false,false,COLL-011,"video lecture,audio interview",53.78,84,4371,54,2500.77,2016,304,2
ITEM-0002341,image,it,false,false,COLL-002,"accessibility,linguistics",76.33,184,16939,56,1677.37,2017,183,2
ITEM-0002342,image,fa,false,false,COLL-013,"policy,thesis,training material",56.62,22,19635,57,1506.59,2023,309,1
ITEM-0002343,audio,fa,false,true,COLL-006,"digital preservation,poster,accessibility",55.64,81,4166,50,1100.69,2020,284,1
ITEM-0002344,video,it,true,true,COLL-014,thesis,78.59,89,13867,45,851.23,2020,364,1
ITEM-0002345,audio,fr,false,true,COLL-014,linguistics,67.1,156,13546,48,2545.24,2024,162,2
ITEM-0002346,text,de,false,true,COLL-004,training material,62.21,37,5394,50,652.33,2015,194,2
ITEM-0002347,image,en,false,false,COLL-003,training material,59.95,68,7667,52,490.95,2019,277,1
ITEM-0002348,text,ar,false,true,COLL-015,"digital preservation,training material",66.95,57,7579,43,1064.22,2018,52,1
ITEM-0002349,video,ar,false,false,COLL-010,"policy,video lecture",70.68,102,19171,42,2694.8,2021,299,1
ITEM-0002350,audio,ar,false,true,COLL-013,poster,62.73,99,19995,59,1590.71,2024,363,0
ITEM-0002351,audio,es,false,true,COLL-006,"video lecture,digital preservation,linguistics",68.4,136,8921,42,1263.22,2024,299,1
ITEM-0002352,image,fr,false,true,COLL-011,accessibility,45.74,176,18650,41,2551.4,2022,86,2
ITEM-0002353,audio,ar,false,true,COLL-002,"digital preservation,policy,metadata quality",64.41,100,17635,45,358.73,2018,114,1
ITEM-0002354,image,fr,false,true,COLL-012,"thesis,digital preservation,accessibility",70.6,136,4421,48,1315.13,2023,251,2
ITEM-0002355,text,de,false,true,COLL-010,"machine learning,poster,audio interview",71.43,7,8681,49,2385.38,2022,320,2
ITEM-0002356,text,ar,false,true,COLL-019,machine learning,43.61,14,18764,42,2242.67,2023,21,1
ITEM-0002357,text,fr,false,true,COLL-003,"poster,accessibility,linguistics",51.29,27,8143,55,1688.08,2023,357,0
ITEM-0002358,image,ar,false,true,COLL-020,"poster,metadata quality,digital preservation",48.16,64,15958,49,2031.82,2023,360,1
ITEM-0002359,audio,fr,false,true,COLL-001,poster,75.7,52,5428,53,1530.91,2017,249,1
ITEM-0002360,image,zh,false,true,COLL-017,"machine learning,training material,poster",43.45,15,7666,46,1416.45,2018,92,0
ITEM-0002361,audio,fr,false,true,COLL-004,"poster,linguistics,machine learning",65.79,110,15098,42,1612.26,2024,29,1
ITEM-0002362,image,de,true,false,COLL-008,"linguistics,metadata quality",60.53,87,7148,42,1850.41,2025,297,1
ITEM-0002363,video,es,true,true,COLL-018,"accessibility,poster,linguistics",59.56,183,15657,49,2632.4,2025,80,0
ITEM-0002364,text,fr,true,false,COLL-008,"audio interview,poster",75.51,12,9260,55,869.65,2017,249,0
ITEM-0002365,video,ar,true,true,COLL-015,"digital preservation,video lecture",54.72,70,5255,40,2592.03,2020,119,2
ITEM-0002366,text,es,false,true,COLL-016,"training material,accessibility,poster",68.3,24,7704,60,1304.81,2023,175,1
ITEM-0002367,pdf,de,false,true,COLL-013,machine learning,66.09,181,18562,41,933.88,2024,182,1
ITEM-0002368,video,fa,false,true,COLL-005,thesis,56.98,157,9658,54,178.59,2018,55,2
ITEM-0002369,image,en,false,true,COLL-003,"linguistics,machine learning",67.6,195,5771,41,195.54,2018,208,2
ITEM-0002370,pdf,fa,false,true,COLL-016,"audio interview,training material",62.38,81,7542,46,764.09,2024,172,0
ITEM-0002371,video,ar,false,true,COLL-019,"digital preservation,linguistics",67.74,171,18340,57,617.16,2017,266,0
ITEM-0002372,audio,ar,false,true,COLL-004,poster,60.98,182,17737,50,2476.4,2022,253,0
ITEM-0002373,audio,fr,false,true,COLL-016,"training material,thesis,linguistics",70.77,11,16807,58,2583.42,2025,113,0
ITEM-0002374,text,en,true,true,COLL-014,"policy,video lecture",68.42,167,13217,46,1142.66,2016,231,0
ITEM-0002375,video,zh,true,true,COLL-003,machine learning,60.76,75,17100,53,1206.42,2019,304,2
ITEM-0002376,video,fa,true,true,COLL-017,"machine learning,training material",56.01,48,9655,43,1300.01,2019,351,2
ITEM-0002377,image,es,false,true,COLL-013,accessibility,44.14,99,5302,48,772.9,2016,366,1
ITEM-0002378,text,fa,true,true,COLL-006,"machine learning,video lecture",56.56,103,9028,52,425.12,2024,235,0
ITEM-0002379,video,de,false,true,COLL-008,"policy,accessibility",53.67,94,19914,60,815.6,2016,354,1
ITEM-0002380,audio,zh,false,true,COLL-012,"metadata quality,linguistics,machine learning",79.55,178,18373,40,631.88,2022,32,1
ITEM-0002381,text,fr,false,true,COLL-008,"metadata quality,poster,policy",40.35,158,5519,40,2316.17,2022,79,1
ITEM-0002382,text,fa,false,true,COLL-012,"machine learning,poster,video lecture",76.28,191,14676,44,1901.4,2023,125,1
ITEM-0002383,pdf,es,false,false,COLL-012,training material,73.51,154,16943,60,1283.53,2017,329,0
ITEM-0002384,audio,zh,false,true,COLL-016,"machine learning,linguistics",44.54,71,15356,46,1182.61,2017,255,0
ITEM-0002385,image,ar,false,true,COLL-006,"video lecture,audio interview,poster",67.64,151,19203,45,2211.01,2022,362,1
ITEM-0002386,pdf,it,false,true,COLL-012,"digital preservation,policy",64.52,80,9395,52,1223.59,2024,135,0
ITEM-0002387,pdf,it,false,true,COLL-019,"audio interview,video lecture,digital preservation",53.71,33,4196,56,140.0,2025,158,1
ITEM-0002388,text,fa,false,true,COLL-020,"accessibility,machine learning",49.37,59,15658,43,2225.58,2017,203,2
ITEM-0002389,image,zh,false,true,COLL-013,thesis,42.12,31,13112,54,152.92,2022,241,0
ITEM-0002390,audio,es,false,false,COLL-006,"linguistics,thesis,video lecture",41.64,149,16749,48,2374.81,2021,100,1
ITEM-0002391,text,it,false,true,COLL-016,"video lecture,metadata quality,policy",68.55,143,18532,44,2150.91,2022,65,0
ITEM-0002392,audio,fa,false,true,COLL-016,accessibility,62.95,17,7409,57,441.71,2019,238,0
ITEM-0002393,image,it,false,true,COLL-017,"audio interview,accessibility,machine learning",53.67,191,15940,57,455.13,2024,137,0
ITEM-0002394,video,zh,false,true,COLL-003,poster,59.51,35,10824,58,431.72,2018,136,0
ITEM-0002395,audio,fr,false,true,COLL-016,linguistics,74.25,122,13446,47,275.7,2023,356,1
ITEM-0002396,text,it,false,true,COLL-010,"linguistics,policy,poster",60.65,91,16540,57,2333.58,2017,26,2
ITEM-0002397,audio,de,false,false,COLL-006,linguistics,40.19,35,18538,55,1565.62,2016,238,2
ITEM-0002398,video,en,false,true,COLL-014,"machine learning,digital preservation,training material",69.08,46,13021,57,2257.05,2019,203,0
ITEM-0002399,video,es,false,true,COLL-017,accessibility,57.22,151,7522,46,1537.23,2019,18,2
ITEM-0002400,pdf,en,false,true,COLL-016,"machine learning,training material,poster",70.74,179,7095,40,2259.1,2020,109,2
ITEM-0002401,image,de,false,true,COLL-002,"training material,thesis,audio interview",70.07,200,15551,53,2491.15,2023,156,1
ITEM-0002402,audio,it,false,false,COLL-006,"metadata quality,video lecture,machine learning",60.18,182,15390,59,518.74,2020,189,1
ITEM-0002403,video,fr,false,true,COLL-009,poster,74.1,92,8407,49,1856.85,2018,202,1
ITEM-0002404,image,ar,true,false,COLL-002,audio interview,60.39,74,13600,56,385.64,2020,127,1
ITEM-0002405,video,de,true,true,COLL-013,"audio interview,video lecture,digital preservation",53.35,52,4999,44,2067.37,2017,5,1
ITEM-0002406,pdf,it,false,true,COLL-002,"metadata quality,thesis,video lecture",78.12,66,7648,51,2577.31,2021,314,0
ITEM-0002407,video,it,false,true,COLL-018,policy,43.46,43,14605,56,1004.5,2020,79,1
ITEM-0002408,audio,de,false,false,COLL-014,"thesis,linguistics,digital preservation",70.4,20,4405,58,1651.37,2023,349,2
ITEM-0002409,audio,fa,false,false,COLL-017,policy,59.7,38,8224,47,680.12,2020,357,0
ITEM-0002410,image,de,false,true,COLL-008,"policy,machine learning,poster",45.59,52,6895,47,1403.01,2023,154,1
ITEM-0002411,pdf,de,false,true,COLL-007,thesis,61.73,58,14731,58,925.46,2025,180,1
ITEM-0002412,image,de,false,true,COLL-003,video lecture,75.48,165,14358,46,1881.62,2024,348,2
ITEM-0002413,video,es,false,true,COLL-012,"linguistics,accessibility,policy",65.83,73,4207,57,1734.92,2017,167,1
ITEM-0002414,video,zh,false,true,COLL-010,"digital preservation,accessibility",77.98,9,12853,58,1819.51,2022,15,2
ITEM-0002415,video,zh,true,true,COLL-005,"policy,thesis,metadata quality",54.71,163,11595,57,2162.2,2016,280,2
ITEM-0002416,image,de,false,true,COLL-008,"policy,poster,linguistics",60.9,190,8310,51,1711.19,2020,330,0
ITEM-0002417,audio,en,false,true,COLL-017,"poster,metadata quality",76.55,59,15103,56,2345.27,2022,284,0
ITEM-0002418,text,ar,true,true,COLL-017,"linguistics,machine learning",78.56,180,15156,51,2130.79,2015,123,2
ITEM-0002419,pdf,zh,false,true,COLL-018,"thesis,digital preservation",56.13,131,8876,54,695.74,2020,104,1
ITEM-0002420,image,ar,false,true,COLL-016,"digital preservation,linguistics",62.38,192,5458,51,1988.33,2017,216,0
ITEM-0002421,audio,de,false,false,COLL-008,"poster,audio interview,video lecture",44.13,66,10560,51,1580.23,2019,349,2
ITEM-0002422,audio,fa,false,true,COLL-012,accessibility,76.68,149,13114,49,138.63,2018,217,1
ITEM-0002423,pdf,en,false,true,COLL-015,metadata quality,58.8,18,4513,56,1385.75,2023,103,0
ITEM-0002424,video,it,false,true,COLL-006,thesis,66.86,47,19941,47,1881.87,2023,92,1
ITEM-0002425,video,fa,true,true,COLL-004,poster,51.4,59,13245,56,1286.21,2015,268,2
ITEM-0002426,video,de,false,true,COLL-014,"audio interview,policy",40.42,189,10493,57,1460.05,2015,94,2
ITEM-0002427,video,ar,false,true,COLL-009,policy,70.94,181,14288,57,2407.35,2022,165,0
ITEM-0002428,text,it,true,true,COLL-012,"training material,accessibility,machine learning",79.67,176,14098,41,2150.18,2021,264,0
ITEM-0002429,image,zh,false,true,COLL-007,"thesis,training material,policy",51.42,74,15727,55,2221.69,2019,323,1
ITEM-0002430,image,en,false,true,COLL-012,training material,70.72,187,16884,41,2040.04,2016,171,1
ITEM-0002431,pdf,de,false,true,COLL-009,"machine learning,poster",47.66,194,8963,57,2181.03,2019,352,1
ITEM-0002432,text,ar,true,true,COLL-017,"linguistics,poster,metadata quality",72.78,133,7511,56,942.79,2019,158,0
ITEM-0002433,text,ar,false,true,COLL-011,accessibility,51.22,72,6709,59,2576.94,2018,126,0
ITEM-0002434,video,es,true,true,COLL-007,"audio interview,metadata quality",47.47,13,10371,43,1889.96,2020,241,0
ITEM-0002435,pdf,de,false,true,COLL-009,"metadata quality,poster",64.88,81,18822,52,1222.09,2023,365,2
ITEM-0002436,audio,en,false,true,COLL-019,"metadata quality,video lecture,poster",44.9,50,7051,42,1219.16,2024,41,0
